g.whoregion,mid,hi,lo
EMR,0.458329802119503,0.539175014626155,0.379620690865727
AFR,0.50007996527674,0.577277113060248,0.422879004944531
EUR,0.494193703512009,0.574810176894038,0.413878026013152
AMR,0.499374901190862,0.57915255686843,0.419629060273152
SEA,0.481752648443855,0.562884094300981,0.401572085296646
WPR,0.510064249529266,0.590700053826265,0.428901296534743
