iso3,year,c_newinc,e_pop_num,priv_new_dx
KEN,2009,102997,40364444,2012
KEN,2010,99272,41517895,7162
KEN,2011,97320,42635144,9300
KEN,2012,92987,43725806,11181
KEN,2013,89796,44792368,18881
KEN,2014,88025,45831863,18200
KEN,2015,81292,46851488,15531
KEN,2016,76335,47894670,13672
KEN,2017,83599,48948137,15609
KEN,2018,94534,49953304,15769
KEN,2019,84345,50951450,16218
KEN,2020,71060,51985780,14894
KEN,2021,76010,53005614,15411
KEN,2022,88690,54027487,17064
KGZ,2000,6205,4935182,
KGZ,2001,6654,4981444,
KGZ,2002,7275,5026641,
KGZ,2003,6964,5078276,
KGZ,2004,6536,5137040,
KGZ,2005,6329,5193114,
KGZ,2006,6174,5246785,0
KGZ,2007,6098,5294766,
KGZ,2008,6769,5345415,
KGZ,2009,5931,5414085,
KGZ,2010,5652,5483774,
KGZ,2011,5980,5552336,
KGZ,2012,6195,5631950,0
KGZ,2013,7075,5719560,0
KGZ,2014,6390,5814417,0
KGZ,2015,7027,5914980,
KGZ,2016,7026,6018299,
KGZ,2017,6687,6121261,
KGZ,2018,6338,6223494,
KGZ,2019,6138,6323643,
KGZ,2020,4241,6424874,
KGZ,2021,4596,6527743,
KGZ,2022,4568,6630623,
KHM,2000,18891,12118841,
KHM,2001,19170,12338192,
KHM,2002,24610,12561779,
KHM,2003,28307,12787710,
KHM,2004,30838,13016371,
KHM,2005,35535,13246583,
KHM,2006,34660,13477779,0
KHM,2007,35601,13714791,
KHM,2008,38927,13943888,301
KHM,2009,39202,14155740,5540
KHM,2010,40460,14363532,851
KHM,2011,38555,14573885,706
KHM,2012,40185,14786640,763
KHM,2013,37743,14999683,660
KHM,2014,43059,15210817,465
KHM,2015,35169,15417523,
KHM,2016,33453,15624584,
KHM,2017,34238,15830689,
KHM,2018,28620,16025238,
KHM,2019,29906,16207746,
KHM,2020,29050,16396860,
KHM,2021,21589,16589023,690
KHM,2022,32772,16767842,3012
KIR,2000,252,88826,
KIR,2001,189,90531,
KIR,2002,196,92400,
KIR,2003,284,94302,
KIR,2004,310,96224,
KIR,2005,332,98164,
KIR,2006,378,100083,
KIR,2007,334,101998,
KIR,2008,335,103966,
KIR,2009,278,105996,0
KIR,2010,286,107995,4
KIR,2011,343,109871,
KIR,2012,346,111618,0
KIR,2013,407,113311,0
KIR,2014,414,114985,0
KIR,2015,496,116707,
KIR,2016,518,118513,
KIR,2017,385,120362,
KIR,2018,323,122261,
KIR,2019,410,124241,
KIR,2020,385,126463,
KIR,2021,330,128874,
KIR,2022,360,131232,
KNA,2000,0,45461,
KNA,2001,2,45986,
KNA,2002,3,46264,
KNA,2003,1,46431,
KNA,2004,2,46580,
KNA,2005,0,46725,
KNA,2006,1,46874,
KNA,2007,4,47015,
KNA,2008,5,47156,
KNA,2009,4,47286,
KNA,2010,2,47403,
KNA,2011,1,47581,
KNA,2012,2,47727,
KNA,2013,0,47767,
KNA,2014,7,47789,
KNA,2015,,47790,
KNA,2016,0,47788,
KNA,2017,1,47785,
KNA,2018,0,47761,
KNA,2019,2,47712,
KNA,2020,2,47642,
KNA,2021,0,47606,
KNA,2022,,47657,
KOR,2000,21782,46788591,
KOR,2001,37268,47064790,
KOR,2002,34967,47320668,
KOR,2003,36891,47539738,
KOR,2004,34707,47727285,
KOR,2005,42892,47889573,
KOR,2006,42082,48049347,8
KOR,2007,41858,48220601,
KOR,2008,40554,48398626,
KOR,2009,43318,48588019,24426
KOR,2010,44063,48813042,30915
KOR,2011,46253,49169878,37403
KOR,2012,43702,49634185,0
KOR,2013,41579,50098229,0
KOR,2014,40190,50558043,0
KOR,2015,37541,50994401,0
KOR,2016,36435,51309984,0
KOR,2017,33467,51511639,0
KOR,2018,31052,51676900,0
KOR,2019,27956,51803829,0
KOR,2020,23110,51844690,0
KOR,2021,21433,51830139,0
KOR,2022,19128,51815810,0
KWT,2000,513,1934901,
KWT,2001,496,1991674,
KWT,2002,585,2047364,
KWT,2003,566,2101506,
KWT,2004,557,2153481,
KWT,2005,517,2235403,
KWT,2006,644,2363409,10
KWT,2007,646,2506769,
KWT,2008,867,2650930,0
KWT,2009,933,2795550,0
KWT,2010,957,2943356,0
KWT,2011,672,3143825,0
KWT,2012,737,3394663,0
KWT,2013,704,3646518,
KWT,2014,734,3761584,
KWT,2015,748,3908743,
KWT,2016,837,4048085,
KWT,2017,986,4124904,
KWT,2018,820,4317185,
KWT,2019,791,4441100,
KWT,2020,691,4360444,
KWT,2021,736,4250114,
KWT,2022,449,4268873,
LAO,2000,2227,5430853,
LAO,2001,2418,5519707,
LAO,2002,2621,5606101,
LAO,2003,2748,5689065,
LAO,2004,3206,5768167,
LAO,2005,3766,5852970,
LAO,2006,4031,5946593,4
LAO,2007,3980,6041348,
LAO,2008,4123,6135861,0
LAO,2009,3900,6229930,0
LAO,2010,4061,6323418,211
LAO,2011,4360,6416327,88
LAO,2012,4118,6508803,120
LAO,2013,4130,6600742,1459
LAO,2014,4396,6691454,459
LAO,2015,4534,6787419,
LAO,2016,4981,6891363,
LAO,2017,5730,6997917,
LAO,2018,6548,7105006,
LAO,2019,6816,7212053,
LAO,2020,8013,7319399,
LAO,2021,6171,7425057,
LAO,2022,8534,7529475,
LBN,2000,571,4320642,
LBN,2001,516,4389200,
LBN,2002,437,4446666,
LBN,2003,380,4504807,
LBN,2004,393,4574797,
LBN,2005,391,4643044,
LBN,2006,375,4719864,4
LBN,2007,475,4809608,
LBN,2008,523,4887613,451
LBN,2009,499,4951135,410
LBN,2010,513,4995800,429
LBN,2011,496,5045056,394
LBN,2012,630,5178337,550
LBN,2013,689,5678851,569
LBN,2014,673,6274342,588
LBN,2015,656,6398940,642
LBN,2016,646,6258619,506
LBN,2017,618,6109252,322
LBN,2018,656,5950839,378
LBN,2019,757,5781907,503
LBN,2020,658,5662923,474
LBN,2021,471,5592631,344
LBN,2022,510,5489739,385
LBR,2000,1500,2895224,
LBR,2001,1751,2981648,
LBR,2002,3419,3060599,
LBR,2003,2511,3085173,
LBR,2004,4337,3122447,
LBR,2005,3432,3266318,
LBR,2006,4447,3455397,4
LBR,2007,,3632740,
LBR,2008,4970,3783887,0
LBR,2009,5918,3905066,
LBR,2010,6597,4019956,452
LBR,2011,7906,4181150,797
LBR,2012,8093,4331740,435
LBR,2013,7511,4427313,102
LBR,2014,5035,4519398,50
LBR,2015,5814,4612329,
LBR,2016,7105,4706097,
LBR,2017,7691,4796631,
LBR,2018,7808,4889391,
LBR,2019,8288,4985289,
LBR,2020,6958,5087584,
LBR,2021,7327,5193416,
LBR,2022,7073,5302681,
LBY,2000,1341,5154790,
LBY,2001,,5275916,
LBY,2002,1824,5405326,
LBY,2003,1917,5542641,
LBY,2004,1653,5687563,
LBY,2005,2098,5837986,
LBY,2006,2022,5973369,4
LBY,2007,2119,6097177,
LBY,2008,2010,6228370,
LBY,2009,2096,6360191,
LBY,2010,,6491988,
LBY,2011,1518,6188132,
LBY,2012,1549,5869870,
LBY,2013,1344,5985221,0
LBY,2014,1153,6097764,
LBY,2015,966,6192235,
LBY,2016,1131,6282196,
LBY,2017,1363,6378261,
LBY,2018,1815,6477793,
LBY,2019,2215,6569088,
LBY,2020,1748,6653942,
LBY,2021,1944,6735277,
LBY,2022,2168,6812341,
LCA,2000,9,159500,
LCA,2001,15,160594,
LCA,2002,17,161799,
LCA,2003,15,163047,
LCA,2004,15,164239,
LCA,2005,14,165386,
LCA,2006,15,166470,2
LCA,2007,19,167518,
LCA,2008,21,168576,
LCA,2009,10,169688,
LCA,2010,9,170935,
LCA,2011,7,172145,
LCA,2012,11,173124,
LCA,2013,9,173978,
LCA,2014,6,174804,
LCA,2015,14,175623,
LCA,2016,3,176413,
LCA,2017,11,177163,
LCA,2018,5,177888,
LCA,2019,6,178583,
LCA,2020,8,179237,
LCA,2021,4,179651,
LCA,2022,2,179857,
LKA,2000,8413,18776371,
LKA,2001,7499,18920275,
LKA,2002,8939,19110707,
LKA,2003,9269,19303180,
LKA,2004,8742,19490431,
LKA,2005,9451,19673866,
LKA,2006,8738,19870706,4
LKA,2007,8938,20078655,
LKA,2008,9422,20285643,
LKA,2009,9575,20482477,
LKA,2010,9934,20668557,
LKA,2011,10181,20859743,553
LKA,2012,9155,21017147,445
LKA,2013,9331,21131756,406
LKA,2014,9305,21239457,509
LKA,2015,9305,21336697,726
LKA,2016,8664,21425494,892
LKA,2017,8328,21506813,798
LKA,2018,8620,21580710,656
LKA,2019,8204,21649664,635
LKA,2020,7035,21715079,506
LKA,2021,6551,21773441,412
LKA,2022,8121,21832143,717
LSO,2000,9746,1998630,
LSO,2001,7040,1999473,
LSO,2002,10111,1997534,
LSO,2003,12894,1993030,
LSO,2004,11409,1985384,
LSO,2005,10802,1977424,
LSO,2006,12328,1976780,4
LSO,2007,13286,1983465,
LSO,2008,12019,1995014,
LSO,2009,12213,2009169,1282
LSO,2010,11674,2022747,1441
LSO,2011,11561,2037677,1210
LSO,2012,10776,2054718,1044
LSO,2013,9555,2073939,1012
LSO,2014,8840,2095242,2689
LSO,2015,7594,2118521,
LSO,2016,7352,2143872,
LSO,2017,7117,2170617,
LSO,2018,7111,2198017,
LSO,2019,7059,2225702,
LSO,2020,4565,2254100,
LSO,2021,4490,2281454,
LSO,2022,5599,2305825,
LTU,2000,2657,3599637,
LTU,2001,2598,3560142,
LTU,2002,2414,3515799,
LTU,2003,2613,3469675,
LTU,2004,2036,3422591,
LTU,2005,2114,3373533,
LTU,2006,2365,3322932,
LTU,2007,2235,3272418,
LTU,2008,2096,3224378,
LTU,2009,1895,3180479,
LTU,2010,1751,3139019,
LTU,2011,1748,3099798,0
LTU,2012,1635,3063341,
LTU,2013,1573,3028189,0
LTU,2014,1481,2994927,0
LTU,2015,1395,2963765,0
LTU,2016,1347,2933673,
LTU,2017,1268,2904450,
LTU,2018,1063,2876128,
LTU,2019,1006,2849083,
LTU,2020,688,2820267,
LTU,2021,628,2786651,
LTU,2022,724,2750055,
LUX,2000,44,435628,
LUX,2001,31,441250,
LUX,2002,31,445913,
LUX,2003,54,451351,
LUX,2004,31,457788,
LUX,2005,37,464860,
LUX,2006,33,472404,
LUX,2007,39,479868,
LUX,2008,28,488635,
LUX,2009,27,497868,
LUX,2010,29,507070,
LUX,2011,25,518206,
LUX,2012,45,530585,
LUX,2013,38,543066,
LUX,2014,24,556069,
LUX,2015,30,569408,
LUX,2016,29,583351,
LUX,2017,32,596283,
LUX,2018,42,607913,
LUX,2019,48,619973,
LUX,2020,32,630399,
LUX,2021,34,639321,
LUX,2022,47,647599,
LVA,2000,1982,2392530,
LVA,2001,2000,2359249,
LVA,2002,1803,2326144,
LVA,2003,1686,2294342,
LVA,2004,1579,2263443,
LVA,2005,1409,2233157,
LVA,2006,1290,2203913,0
LVA,2007,1227,2176053,
LVA,2008,1046,2150412,0
LVA,2009,948,2126265,
LVA,2010,913,2101530,0
LVA,2011,864,2076974,0
LVA,2012,959,2053636,0
LVA,2013,872,2031486,0
LVA,2014,738,2011039,0
LVA,2015,697,1991955,0
LVA,2016,641,1973476,
LVA,2017,543,1954862,
LVA,2018,,1935630,
LVA,2019,,1916555,
LVA,2020,,1897052,
LVA,2021,255,1873919,
LVA,2022,306,1850651,
MAC,2000,449,431896,
MAC,2001,465,439122,
MAC,2002,388,449665,
MAC,2003,376,462533,
MAC,2004,337,475529,
MAC,2005,398,488619,
MAC,2006,413,501863,8
MAC,2007,383,515330,
MAC,2008,394,529038,55
MAC,2009,343,543021,
MAC,2010,394,557297,
MAC,2011,380,571003,41
MAC,2012,404,582766,51
MAC,2013,433,593374,
MAC,2014,394,604167,
MAC,2015,370,615239,
MAC,2016,358,626688,
MAC,2017,379,638609,
MAC,2018,327,650991,
MAC,2019,363,663653,
MAC,2020,363,676283,
MAC,2021,338,686607,
MAC,2022,295,695168,
MAR,2000,28852,28554415,
MAR,2001,28285,28930097,
MAR,2002,29804,29301817,
MAR,2003,26789,29661270,
MAR,2004,25909,30033125,
MAR,2005,26269,30431902,
MAR,2006,26099,30833022,1
MAR,2007,25562,31232633,
MAR,2008,26838,31634992,
MAR,2009,27348,32042877,
MAR,2010,28359,32464865,
MAR,2011,28640,32903699,45
MAR,2012,28635,33352169,1484
MAR,2013,29126,33803527,1585
MAR,2014,29992,34248603,1779
MAR,2015,30636,34680458,
MAR,2016,31542,35107264,
MAR,2017,30897,35528115,
MAR,2018,30977,35927511,
MAR,2019,30762,36304408,
MAR,2020,29018,36688772,
MAR,2021,29327,37076584,
MAR,2022,30503,37457971,7390
MCO,2000,0,32465,
MCO,2001,0,32444,
MCO,2002,0,32386,
MCO,2003,,32316,
MCO,2004,,32236,
MCO,2005,,32141,
MCO,2006,,32011,
MCO,2007,,31823,
MCO,2008,,31862,
MCO,2009,,32401,
MCO,2010,1,33178,
MCO,2011,,33945,
MCO,2012,,34700,
MCO,2013,,35425,
MCO,2014,0,36110,
MCO,2015,0,36760,
MCO,2016,2,37071,
MCO,2017,0,37044,
MCO,2018,1,37029,
MCO,2019,0,37034,
MCO,2020,0,36922,
MCO,2021,0,36686,
MCO,2022,,36469,
MDA,2000,2935,4251573,
MDA,2001,3608,4200501,
MDA,2002,3769,4147642,
MDA,2003,8198,4093982,
MDA,2004,4806,4046995,
MDA,2005,5141,4001382,
MDA,2006,4990,3942748,0
MDA,2007,4857,3876843,
MDA,2008,4464,3812422,
MDA,2009,4471,3749492,4
MDA,2010,4135,3678186,1
MDA,2011,4233,3595126,
MDA,2012,4409,3507191,8
MDA,2013,4485,3416530,6
MDA,2014,4058,3338336,0
MDA,2015,3608,3277388,25
MDA,2016,3571,3225123,
MDA,2017,3358,3180506,
MDA,2018,3022,3141837,
MDA,2019,2809,3109491,
MDA,2020,1767,3084847,
MDA,2021,2067,3061506,
MDA,2022,2121,3272996,
MDG,2000,,16216431,
MDG,2001,16447,16709665,
MDG,2002,17140,17211934,
MDG,2003,19309,17724310,
MDG,2004,20001,18250774,
MDG,2005,18993,18792171,
MDG,2006,21966,19350299,4
MDG,2007,21857,19924958,
MDG,2008,22034,20513599,
MDG,2009,22758,21117092,
MDG,2010,24432,21731053,6749
MDG,2011,26019,22348158,
MDG,2012,25782,22966240,0
MDG,2013,26561,23588073,0
MDG,2014,28466,24215976,0
MDG,2015,29464,24850912,
MDG,2016,29274,25501941,
MDG,2017,31370,26169542,
MDG,2018,33786,26846541,
MDG,2019,37220,27533134,
MDG,2020,36122,28225177,
MDG,2021,40031,28915653,
MDG,2022,45245,29611714,
MDV,2000,132,282507,
MDV,2001,139,287324,
MDV,2002,125,292284,
MDV,2003,137,297226,
MDV,2004,119,302135,
MDV,2005,122,307018,
MDV,2006,99,314401,3
MDV,2007,127,325126,
MDV,2008,120,336883,0
MDV,2009,100,349037,6
MDV,2010,95,361575,5
MDV,2011,87,374440,0
MDV,2012,110,387539,0
MDV,2013,114,400728,0
MDV,2014,126,416738,0
MDV,2015,153,435582,
MDV,2016,169,454252,
MDV,2017,136,472442,
MDV,2018,138,489758,
MDV,2019,154,504508,
MDV,2020,107,514438,
MDV,2021,87,521457,
MDV,2022,111,523787,
MEX,2000,18434,97873442,
MEX,2001,18879,99394288,
MEX,2002,17790,100917081,
MEX,2003,19231,102429341,
MEX,2004,15101,103945813,
MEX,2005,18524,105442402,
MEX,2006,17934,106886790,6
MEX,2007,18440,108302973,
MEX,2008,18810,109684489,8
MEX,2009,18957,111049428,4
MEX,2010,20155,112532401,23
MEX,2011,19857,114150481,28
MEX,2012,20470,115755909,60
MEX,2013,20708,117290686,55
MEX,2014,21196,118755887,81
MEX,2015,21600,120149897,
MEX,2016,22193,121519221,
MEX,2017,22757,122839258,
MEX,2018,23271,124013861,
MEX,2019,23702,125085311,
MEX,2020,17603,125998302,
MEX,2021,21651,126705138,
MEX,2022,25449,127504125,
MHL,2000,34,54224,
MHL,2001,56,54413,
MHL,2002,51,54496,
MHL,2003,60,54493,
MHL,2004,117,54435,
MHL,2005,111,54337,
MHL,2006,139,54208,
MHL,2007,158,54038,
MHL,2008,125,53816,2
MHL,2009,141,53593,1
MHL,2010,193,53416,4
MHL,2011,139,52971,1
MHL,2012,145,52203,0
MHL,2013,149,51352,0
MHL,2014,142,50419,0
MHL,2015,138,49410,
MHL,2016,179,48329,
MHL,2017,204,47187,
MHL,2018,429,45989,
MHL,2019,227,44728,
MHL,2020,147,43413,
MHL,2021,118,42050,
MHL,2022,102,41569,
MKD,2000,641,2037936,
MKD,2001,648,2053384,
MKD,2002,686,2064737,
MKD,2003,697,2071142,
MKD,2004,644,2075874,
MKD,2005,598,2078662,
MKD,2006,561,2081075,1
MKD,2007,526,2083488,
MKD,2008,450,2086227,
MKD,2009,450,2089787,0
MKD,2010,384,2093828,0
MKD,2011,335,2097099,0
MKD,2012,346,2099478,0
MKD,2013,318,2102215,0
MKD,2014,284,2105291,
MKD,2015,282,2107962,0
MKD,2016,263,2110196,
MKD,2017,216,2111979,
MKD,2018,217,2113491,
MKD,2019,199,2114176,
MKD,2020,143,2111072,
MKD,2021,143,2103330,
MKD,2022,144,2093599,
MLI,2000,4216,11239101,
MLI,2001,4452,11583824,
MLI,2002,4457,11952660,
MLI,2003,4496,12342165,
MLI,2004,4525,12751995,
MLI,2005,4704,13180551,
MLI,2006,4989,13623541,4
MLI,2007,5179,14080912,
MLI,2008,5989,14551117,20
MLI,2009,6611,15032635,54
MLI,2010,5291,15529181,56
MLI,2011,5428,16039734,53
MLI,2012,5446,16514687,
MLI,2013,5810,17004033,
MLI,2014,5809,17551814,323
MLI,2015,6732,18112907,
MLI,2016,6776,18700106,
MLI,2017,6388,19311355,
MLI,2018,6889,19934298,
MLI,2019,6912,20567424,
MLI,2020,6922,21224040,
MLI,2021,7285,21904983,
MLI,2022,7897,22593590,
MLT,2000,16,399212,
MLT,2001,16,402151,
MLT,2002,24,404699,
MLT,2003,7,406919,
MLT,2004,18,408798,
MLT,2005,22,410208,
MLT,2006,30,411197,0
MLT,2007,38,412081,
MLT,2008,48,413401,
MLT,2009,42,415500,
MLT,2010,29,418755,
MLT,2011,30,423571,
MLT,2012,42,429907,
MLT,2013,50,437525,
MLT,2014,45,446441,
MLT,2015,32,456579,
MLT,2016,50,467705,
MLT,2017,42,479497,
MLT,2018,55,491586,
MLT,2019,98,503635,
MLT,2020,140,515358,
MLT,2021,54,526748,
MLT,2022,60,533286,
MMR,2000,30840,45538332,
MMR,2001,42838,46014826,
MMR,2002,57012,46480230,
MMR,2003,75744,46924293,
MMR,2004,96662,47338446,
MMR,2005,107009,47724471,
MMR,2006,122472,48088274,6
MMR,2007,129081,48445647,
MMR,2008,124037,48729486,4116
MMR,2009,128343,49015836,8756
MMR,2010,131590,49390988,20475
MMR,2011,136737,49794522,27977
MMR,2012,141170,50218185,26879
MMR,2013,134855,50648334,29858
MMR,2014,138352,51072436,25978
MMR,2015,138447,51483949,23513
MMR,2016,137551,51892349,22079
MMR,2017,130418,52288341,20262
MMR,2018,137972,52666014,48703
MMR,2019,134501,53040212,44522
MMR,2020,103373,53423198,20363
MMR,2021,64410,53798084,24436
MMR,2022,118311,54179306,37669
MNE,2005,156,632875,
MNE,2006,167,632545,4
MNE,2007,147,631923,
MNE,2008,131,631466,
MNE,2009,114,631182,
MNE,2010,110,631044,0
MNE,2011,110,631788,5
MNE,2012,98,633051,0
MNE,2013,119,633946,3
MNE,2014,113,634294,0
MNE,2015,80,633966,1
MNE,2016,87,633264,
MNE,2017,75,632438,
MNE,2018,84,631455,
MNE,2019,80,630396,
MNE,2020,40,629048,
MNE,2021,80,627859,
MNE,2022,71,627082,
MNG,2000,3109,2450979,
MNG,2001,3526,2472601,
MNG,2002,3829,2494617,
MNG,2003,3918,2516454,
MNG,2004,4542,2537949,
MNG,2005,4601,2559255,
MNG,2006,5049,2581242,0
MNG,2007,4654,2605643,
MNG,2008,4490,2633887,
MNG,2009,4481,2666713,213
MNG,2010,4458,2702520,129
MNG,2011,4217,2743938,
MNG,2012,4128,2792349,0
MNG,2013,4331,2845153,338
MNG,2014,4483,2902823,1001
MNG,2015,4685,2964749,
MNG,2016,4425,3029555,
MNG,2017,4220,3096030,
MNG,2018,3880,3163991,
MNG,2019,4277,3232430,
MNG,2020,3861,3294335,
MNG,2021,2709,3347782,
MNG,2022,2803,3398366,
MNP,2000,75,80338,
MNP,2001,58,79479,
MNP,2002,53,77162,
MNP,2003,45,74623,
MNP,2004,53,71898,
MNP,2005,57,69025,
MNP,2006,51,66060,2
MNP,2007,44,63050,
MNP,2008,28,60032,0
MNP,2009,38,57056,32
MNP,2010,32,54087,32
MNP,2011,33,52520,
MNP,2012,32,52359,
MNP,2013,33,52141,
MNP,2014,26,51856,
MNP,2015,28,51514,
MNP,2016,28,51133,
MNP,2017,41,50729,
MNP,2018,47,50304,
MNP,2019,51,49858,
MNP,2020,41,49587,
MNP,2021,35,49481,
MNP,2022,23,49551,
MOZ,2000,21158,17768505,
MOZ,2001,22098,18220716,
MOZ,2002,25544,18694946,
MOZ,2003,28602,19186754,
MOZ,2004,31150,19694411,
MOZ,2005,33231,20211114,
MOZ,2006,35257,20735982,2
MOZ,2007,37651,21280513,
MOZ,2008,39261,21845571,
MOZ,2009,43221,22436660,23
MOZ,2010,43558,23073723,
MOZ,2011,44627,23760421,
MOZ,2012,47741,24487611,
MOZ,2013,53272,25251731,
MOZ,2014,57773,26038704,
MOZ,2015,58344,26843246,
MOZ,2016,71842,27696493,
MOZ,2017,85376,28569441,
MOZ,2018,92381,29423878,
MOZ,2019,96024,30285595,
MOZ,2020,96203,31178239,
MOZ,2021,97921,32077072,
MOZ,2022,110084,32969518,
MRT,2000,3067,2695003,
MRT,2001,,2761823,
MRT,2002,,2821703,
MRT,2003,,2883326,
MRT,2004,3326,2946575,
MRT,2005,2162,3012360,
MRT,2006,2694,3081229,
MRT,2007,2969,3153508,
MRT,2008,2698,3233336,
MRT,2009,2640,3322616,
MRT,2010,2461,3419461,0
MRT,2011,1804,3524249,
MRT,2012,2616,3636113,
MRT,2013,2223,3742959,
MRT,2014,2420,3843174,0
MRT,2015,2166,3946220,
MRT,2016,2359,4051890,
MRT,2017,2458,4160015,
MRT,2018,2403,4270712,
MRT,2019,2492,4383849,
MRT,2020,2343,4498604,
MRT,2021,2438,4614974,
MRT,2022,2463,4736139,
MSR,2000,0,5138,
MSR,2001,0,4704,
MSR,2002,0,4601,
MSR,2003,1,4627,
MSR,2004,0,4656,
MSR,2005,1,4693,
MSR,2006,0,4731,0
MSR,2007,2,4769,
MSR,2008,,4814,
MSR,2009,,4871,
MSR,2010,0,4938,
MSR,2011,0,4961,
MSR,2012,0,4975,
MSR,2013,0,5010,
MSR,2014,0,5051,
MSR,2015,0,5059,
MSR,2016,0,5085,
MSR,2017,0,4699,
MSR,2018,0,4359,
MSR,2019,0,4505,
MSR,2020,,4500,
MSR,2021,,4417,
MSR,2022,,4390,
MUS,2000,160,1215930,
MUS,2001,123,1225272,
MUS,2002,139,1233972,
MUS,2003,137,1242340,
MUS,2004,137,1250380,
MUS,2005,125,1258048,
MUS,2006,114,1264767,0
MUS,2007,106,1270584,
MUS,2008,107,1275684,
MUS,2009,115,1279868,
MUS,2010,122,1283330,
MUS,2011,114,1286236,
MUS,2012,128,1288745,
MUS,2013,130,1290691,
MUS,2014,126,1292113,
MUS,2015,128,1293153,
MUS,2016,121,1293911,
MUS,2017,118,1294741,
MUS,2018,131,1295381,
MUS,2019,119,1296279,
MUS,2020,101,1297828,
MUS,2021,91,1298915,
MUS,2022,120,1299469,
MWI,2000,23604,11229387,
MWI,2001,26094,11498818,
MWI,2002,24595,11784498,
MWI,2003,28234,12087965,
MWI,2004,27030,12411342,
MWI,2005,25491,12755648,
MWI,2006,25054,13118307,7
MWI,2007,24461,13495463,
MWI,2008,23929,13889423,
MWI,2009,22674,14298932,
MWI,2010,21092,14718422,117
MWI,2011,19361,15146094,117
MWI,2012,20335,15581251,
MWI,2013,17779,16024775,3817
MWI,2014,16267,16477966,3500
MWI,2015,15737,16938942,3049
MWI,2016,15516,17405624,3155
MWI,2017,16512,17881167,3207
MWI,2018,15632,18367883,3160
MWI,2019,16902,18867337,3601
MWI,2020,15133,19377061,3601
MWI,2021,14385,19889742,3611
MWI,2022,18025,20405317,4250
MYS,2000,15057,22945150,
MYS,2001,14830,23542517,
MYS,2002,14389,24142445,
MYS,2003,15717,24739411,
MYS,2004,14986,25333247,
MYS,2005,15415,25923536,
MYS,2006,16051,26509413,4
MYS,2007,16129,27092604,
MYS,2008,17144,27664296,863
MYS,2009,17341,28217204,924
MYS,2010,18517,28717731,1012
MYS,2011,19808,29184133,1058
MYS,2012,21851,29660212,1396
MYS,2013,23417,30134807,1707
MYS,2014,24054,30606459,1499
MYS,2015,23565,31068833,
MYS,2016,25005,31526418,
MYS,2017,25464,31975806,
MYS,2018,25173,32399271,
MYS,2019,25565,32804020,
MYS,2020,22973,33199993,
MYS,2021,21186,33573874,
MYS,2022,24795,33938221,
NAM,2000,10799,1819141,
NAM,2001,13064,1856402,
NAM,2002,13282,1888525,
NAM,2003,14490,1915425,
NAM,2004,15026,1939406,
NAM,2005,14920,1962865,
NAM,2006,14673,1986558,
NAM,2007,13859,2011492,
NAM,2008,13440,2038552,
NAM,2009,11980,2067919,
NAM,2010,11281,2099271,
NAM,2011,10806,2132340,
NAM,2012,10003,2167470,
NAM,2013,9597,2204510,
NAM,2014,9114,2243001,
NAM,2015,9614,2282704,
NAM,2016,8857,2323352,
NAM,2017,8575,2364534,
NAM,2018,7808,2405680,
NAM,2019,7801,2446644,
NAM,2020,6509,2489098,
NAM,2021,6703,2530151,
NAM,2022,8620,2567012,
NCL,2000,94,221537,
NCL,2001,61,225987,
NCL,2002,65,230399,
NCL,2003,38,234685,
NCL,2004,61,238649,
NCL,2005,47,242141,
NCL,2006,50,245635,10
NCL,2007,47,249367,
NCL,2008,50,253077,
NCL,2009,54,256976,
NCL,2010,49,261426,
NCL,2011,52,266303,
NCL,2012,38,271303,
NCL,2013,,276394,
NCL,2014,29,280798,
NCL,2015,56,283032,
NCL,2016,38,283748,
NCL,2017,34,284349,
NCL,2018,37,284880,
NCL,2019,23,285374,
NCL,2020,42,286403,
NCL,2021,25,287800,
NCL,2022,,289950,
NER,2000,4701,11622665,
NER,2001,5115,12031430,
NER,2002,5185,12456517,
NER,2003,7078,12900790,
NER,2004,6822,13366885,
NER,2005,7873,13855221,
NER,2006,8474,14365168,5
NER,2007,9276,14897873,
NER,2008,9209,15455175,
NER,2009,10021,16037915,
NER,2010,10130,16647543,
NER,2011,10510,17283112,
NER,2012,10989,17954407,
NER,2013,11251,18653199,
NER,2014,10851,19372014,
NER,2015,10383,20128124,
NER,2016,9921,20921743,
NER,2017,10418,21737922,
NER,2018,10639,22577058,
NER,2019,11485,23443393,
NER,2020,11376,24333639,
NER,2021,12786,25252722,
NER,2022,14223,26207977,
NGA,2000,25821,122851984,
NGA,2001,45842,126152678,
NGA,2002,38628,129583026,
NGA,2003,44445,133119801,
NGA,2004,57553,136756848,
NGA,2005,63990,140490722,
NGA,2006,70734,144329764,8
NGA,2007,82417,148294028,
NGA,2008,85674,152382506,15362
NGA,2009,88589,156595758,15876
NGA,2010,84121,160952853,13567
NGA,2011,86778,165463745,
NGA,2012,92818,170075932,8121
NGA,2013,94825,174726123,13846
NGA,2014,86464,179379016,13031
NGA,2015,87211,183995785,627
NGA,2016,97279,188666931,14061
NGA,2017,102387,193495907,11862
NGA,2018,103921,198387623,12625
NGA,2019,117320,203304492,17274
NGA,2020,135784,208327405,35865
NGA,2021,204725,213401323,58219
NGA,2022,282184,218541212,69504
NIC,2000,2402,5123222,
NIC,2001,2447,5192764,
NIC,2002,2092,5259006,
NIC,2003,2283,5323062,
