iso3,year,c_newinc,e_pop_num,priv_new_dx
NIC,2004,2220,5386223,
NIC,2005,1907,5454678,
NIC,2006,1997,5529811,8
NIC,2007,2303,5607453,
NIC,2008,2336,5687744,
NIC,2009,2283,5770639,87
NIC,2010,2448,5855734,
NIC,2011,2693,5942553,223
NIC,2012,2790,6030607,41
NIC,2013,2742,6119379,
NIC,2014,2632,6208676,
NIC,2015,2465,6298598,
NIC,2016,2339,6389235,
NIC,2017,2255,6480532,
NIC,2018,2109,6572233,
NIC,2019,2248,6663924,
NIC,2020,1886,6755895,
NIC,2021,1836,6850540,
NIC,2022,2102,6948392,
NIU,2000,0,2074,
NIU,2001,0,2011,
NIU,2002,4,1965,
NIU,2003,0,1928,
NIU,2004,0,1891,
NIU,2005,0,1856,
NIU,2006,0,1833,
NIU,2007,0,1822,
NIU,2008,0,1821,
NIU,2009,0,1815,
NIU,2010,0,1812,
NIU,2011,1,1811,
NIU,2012,0,1813,
NIU,2013,0,1825,
NIU,2014,0,1833,
NIU,2015,0,1847,
NIU,2016,,1861,
NIU,2017,0,1869,
NIU,2018,2,1887,
NIU,2019,0,1921,
NIU,2020,1,1942,
NIU,2021,0,1937,
NIU,2022,,1934,
NLD,2000,1244,15899135,
NLD,2001,1408,15981636,
NLD,2002,1355,16057040,
NLD,2003,1309,16127579,
NLD,2004,1316,16196035,
NLD,2005,1127,16261831,
NLD,2006,1002,16325677,2
NLD,2007,930,16391232,
NLD,2008,964,16460770,
NLD,2009,1125,16536208,
NLD,2010,1027,16617117,
NLD,2011,970,16701472,
NLD,2012,920,16785299,
NLD,2013,832,16867352,
NLD,2014,814,16954081,
NLD,2015,850,17041107,
NLD,2016,877,17124505,
NLD,2017,776,17207198,
NLD,2018,791,17286042,
NLD,2019,746,17363262,
NLD,2020,614,17434557,
NLD,2021,671,17501696,
NLD,2022,625,17564014,
NOR,2000,221,4491202,
NOR,2001,276,4514017,
NOR,2002,243,4538438,
NOR,2003,333,4565167,
NOR,2004,284,4592277,
NOR,2005,276,4623689,
NOR,2006,277,4661087,
NOR,2007,283,4709577,
NOR,2008,297,4768654,
NOR,2009,328,4829199,
NOR,2010,295,4889741,
NOR,2011,320,4953561,
NOR,2012,343,5019056,
NOR,2013,362,5080668,
NOR,2014,303,5137923,
NOR,2015,286,5190356,
NOR,2016,278,5236590,
NOR,2017,237,5277392,
NOR,2018,189,5312320,
NOR,2019,153,5348279,
NOR,2020,144,5379839,
NOR,2021,140,5403021,
NOR,2022,156,5434319,
NPL,2000,29519,24559500,
NPL,2001,29519,24956071,
NPL,2002,30359,25332178,
NPL,2003,33119,25682908,
NPL,2004,31979,26003965,
NPL,2005,33448,26285110,
NPL,2006,32670,26518971,6
NPL,2007,32940,26713655,
NPL,2008,32909,26881544,
NPL,2009,34888,27026941,1879
NPL,2010,35114,27161567,
NPL,2011,35434,27266399,0
NPL,2012,35195,27330694,5366
NPL,2013,33834,27381555,2886
NPL,2014,35277,27462106,798
NPL,2015,33199,27610325,2714
NPL,2016,31371,27861186,5696
NPL,2017,31064,28183426,7227
NPL,2018,31855,28506712,6505
NPL,2019,31495,28832496,5902
NPL,2020,27282,29348627,6234
NPL,2021,28252,30034989,9436
NPL,2022,37351,30547580,12041
NRU,2000,4,10377,
NRU,2001,3,10363,
NRU,2002,5,10351,
NRU,2003,3,10344,
NRU,2004,,10335,
NRU,2005,11,10318,
NRU,2006,12,10294,
NRU,2007,3,10267,
NRU,2008,5,10243,
NRU,2009,4,10233,
NRU,2010,3,10241,
NRU,2011,5,10283,
NRU,2012,,10444,
NRU,2013,,10694,
NRU,2014,8,10940,
NRU,2015,10,11185,
NRU,2016,10,11437,
NRU,2017,9,11682,
NRU,2018,5,11924,
NRU,2019,17,12132,
NRU,2020,13,12315,
NRU,2021,21,12511,
NRU,2022,19,12668,
NZL,2000,344,3855266,
NZL,2001,377,3889579,
NZL,2002,329,3948584,
NZL,2003,424,4019941,
NZL,2004,371,4081409,
NZL,2005,332,4132781,
NZL,2006,344,4179978,4
NZL,2007,274,4221494,
NZL,2008,292,4260239,
NZL,2009,298,4302886,
NZL,2010,301,4346338,
NZL,2011,305,4381269,
NZL,2012,293,4410284,
NZL,2013,272,4450644,
NZL,2014,297,4514195,
NZL,2015,292,4590590,
NZL,2016,295,4668081,
NZL,2017,302,4746252,
NZL,2018,302,4838526,
NZL,2019,311,4959034,
NZL,2020,316,5061133,
NZL,2021,302,5129727,
NZL,2022,267,5185288,
OMN,2000,321,2344253,
OMN,2001,292,2374653,
OMN,2002,290,2403659,
OMN,2003,255,2431600,
OMN,2004,292,2468855,
OMN,2005,261,2515192,
OMN,2006,339,2560649,4
OMN,2007,328,2605700,
OMN,2008,350,2651028,0
OMN,2009,332,2697537,0
OMN,2010,308,2881914,0
OMN,2011,337,3206870,34
OMN,2012,382,3535579,40
OMN,2013,330,3816680,
OMN,2014,358,4009267,
OMN,2015,328,4191776,
OMN,2016,345,4398070,
OMN,2017,270,4541854,
OMN,2018,246,4601157,
OMN,2019,368,4602768,
OMN,2020,313,4543399,
OMN,2021,231,4520471,
OMN,2022,369,4576298,
PAK,2000,11050,154369924,
PAK,2001,20707,159217727,
PAK,2002,48344,163262807,
PAK,2003,69632,166876680,
PAK,2004,94327,170648620,
PAK,2005,142017,174372098,
PAK,2006,177376,178069984,8
PAK,2007,230468,181924521,
PAK,2008,245635,185931955,33000
PAK,2009,264248,190123222,38363
PAK,2010,264235,194454498,51563
PAK,2011,264934,198602738,19810
PAK,2012,267475,202205861,56363
PAK,2013,288910,205337562,41690
PAK,2014,308417,208251628,55254
PAK,2015,323856,210969298,72144
PAK,2016,356390,213524840,97493
PAK,2017,359224,216379655,108370
PAK,2018,360472,219731479,116010
PAK,2019,328312,223293280,117919
PAK,2020,272990,227196741,113785
PAK,2021,339256,231402117,137603
PAK,2022,424566,235824862,176151
PAN,2000,1169,3001731,
PAN,2001,1718,3061024,
PAN,2002,1577,3120990,
PAN,2003,1620,3181608,
PAN,2004,1701,3243311,
PAN,2005,1637,3305868,
PAN,2006,1636,3368573,8
PAN,2007,1596,3431614,
PAN,2008,1635,3495276,
PAN,2009,1535,3559343,
PAN,2010,1541,3623617,22
PAN,2011,1632,3688674,6
PAN,2012,1520,3754862,29
PAN,2013,1449,3821556,0
PAN,2014,1457,3888793,44
PAN,2015,1646,3957099,
PAN,2016,1810,4026336,
PAN,2017,1874,4096063,
PAN,2018,1723,4165255,
PAN,2019,1265,4232532,
PAN,2020,1133,4294396,
PAN,2021,1452,4351267,
PAN,2022,1645,4408581,
PER,2000,38661,26654439,
PER,2001,37197,27014909,
PER,2002,36092,27334503,
PER,2003,32064,27623341,
PER,2004,33414,27893911,
PER,2005,33747,28147267,
PER,2006,34311,28381078,
PER,2007,32407,28600387,
PER,2008,32193,28806185,0
PER,2009,31844,29009326,
PER,2010,31073,29229572,
PER,2011,31241,29477721,3
PER,2012,29760,29749589,0
PER,2013,29731,30038809,
PER,2014,30008,30353951,0
PER,2015,29833,30711863,
PER,2016,29733,31132779,
PER,2017,29840,31605486,
PER,2018,31421,32203944,
PER,2019,31764,32824861,
PER,2020,23755,33304756,
PER,2021,25657,33715471,
PER,2022,28339,34049588,
PHL,2000,119914,77958223,
PHL,2001,107133,79626086,
PHL,2002,118408,81285572,
PHL,2003,132759,82942837,
PHL,2004,130530,84607501,
PHL,2005,137100,86261250,
PHL,2006,147305,87901835,8
PHL,2007,140588,89561377,
PHL,2008,139603,91252326,6914
PHL,2009,146565,92946951,4866
PHL,2010,166323,94636700,12081
PHL,2011,195560,96337913,14704
PHL,2012,216627,98032317,19788
PHL,2013,229918,99700107,19946
PHL,2014,243379,101325201,878
PHL,2015,276672,103031365,18442
PHL,2016,332941,104875266,91584
PHL,2017,317266,106738501,55538
PHL,2018,371668,108568836,142900
PHL,2019,409167,110380804,189574
PHL,2020,256541,112190977,58866
PHL,2021,321564,113880328,72072
PHL,2022,435890,115559009,124555
PLW,2000,,19726,
PLW,2001,,19828,
PLW,2002,11,19851,
PLW,2003,9,19880,
PLW,2004,5,19907,
PLW,2005,10,19831,
PLW,2006,12,19619,
PLW,2007,11,19366,
PLW,2008,,19102,
PLW,2009,19,18826,
PLW,2010,19,18540,3
PLW,2011,12,18240,0
PLW,2012,4,17946,0
PLW,2013,8,17805,0
PLW,2014,14,17796,
PLW,2015,14,17794,
PLW,2016,23,17816,
PLW,2017,20,17837,
PLW,2018,17,17864,
PLW,2019,6,17916,
PLW,2020,10,17972,
PLW,2021,8,18024,
PLW,2022,7,18055,
PNG,2000,10520,5508297,
PNG,2001,12658,5698489,
PNG,2002,11197,5892596,
PNG,2003,12798,6090980,
PNG,2004,12743,6293166,
PNG,2005,12564,6498818,
PNG,2006,12620,6708217,6
PNG,2007,15002,6921066,
PNG,2008,13984,7137988,
PNG,2009,12306,7358890,
PNG,2010,14531,7583269,
PNG,2011,14893,7806637,
PNG,2012,20557,8026545,
PNG,2013,22657,8245627,
PNG,2014,26170,8464153,
PNG,2015,26347,8682174,
PNG,2016,27576,8899169,
PNG,2017,26294,9114796,
PNG,2018,27887,9329227,
PNG,2019,30671,9542486,
PNG,2020,28227,9749640,
PNG,2021,28873,9949437,
PNG,2022,35240,10142619,
POL,2000,10931,38504431,
POL,2001,10153,38662862,
POL,2002,10069,38647476,
POL,2003,10124,38621531,
POL,2004,8698,38596042,
POL,2005,8203,38575911,
POL,2006,8017,38547179,4
POL,2007,8019,38521874,
POL,2008,7421,38522882,
POL,2009,7668,38555285,
POL,2010,7002,38597353,
POL,2011,7946,38620847,
POL,2012,7054,38625874,
POL,2013,7043,38607353,
POL,2014,6539,38581872,
POL,2015,6237,38553146,
POL,2016,6143,38532113,
POL,2017,5535,38532812,
POL,2018,5196,38521457,
POL,2019,4983,38493601,
POL,2020,3150,38428366,
POL,2021,3446,38307726,
POL,2022,3986,39857145,
PRI,2000,174,3827108,
PRI,2001,121,3832131,
PRI,2002,129,3830773,
PRI,2003,115,3825628,
PRI,2004,123,3817037,
PRI,2005,113,3805559,
PRI,2006,112,3791559,3
PRI,2007,98,3775440,
PRI,2008,95,3757619,
PRI,2009,63,3738939,
PRI,2010,80,3717922,
PRI,2011,50,3691614,
PRI,2012,71,3657988,
PRI,2013,49,3615018,
PRI,2014,44,3560010,
PRI,2015,52,3497335,
PRI,2016,65,3432740,
PRI,2017,39,3366408,
PRI,2018,25,3319269,
PRI,2019,36,3292887,
PRI,2020,27,3271564,
PRI,2021,17,3256028,
PRI,2022,21,3252407,
PRK,2000,34131,23367059,
PRK,2001,29284,23512522,
PRK,2002,40159,23638411,
PRK,2003,49342,23781707,
PRK,2004,44602,23948930,
PRK,2005,42722,24100982,
PRK,2006,44558,24235761,
PRK,2007,58802,24356506,
PRK,2008,72541,24469047,
PRK,2009,76336,24581509,
PRK,2010,84648,24686435,0
PRK,2011,91433,24783789,
PRK,2012,91885,24887770,0
PRK,2013,97665,25001819,0
PRK,2014,103045,25126131,
PRK,2015,112840,25258015,
PRK,2016,112606,25389611,
PRK,2017,100553,25516321,
PRK,2018,89939,25638149,
PRK,2019,95722,25755441,
PRK,2020,89640,25867467,
PRK,2021,87413,25971909,
PRK,2022,81776,26069416,
PRT,2000,4227,10300626,
PRT,2001,4320,10371819,
PRT,2002,4381,10430914,
PRT,2003,3996,10473344,
PRT,2004,3614,10501522,
PRT,2005,3308,10523315,
PRT,2006,3224,10543947,0
PRT,2007,2956,10565551,
PRT,2008,2817,10580960,
PRT,2009,2714,10591343,
PRT,2010,2602,10588401,
PRT,2011,2496,10564826,
PRT,2012,2490,10522086,
PRT,2013,2338,10464535,
PRT,2014,2169,10408372,
PRT,2015,2087,10365435,0
PRT,2016,1794,10332753,
PRT,2017,1760,10307530,
PRT,2018,1856,10289835,
PRT,2019,1720,10289923,
PRT,2020,1402,10298192,
PRT,2021,1463,10290103,
PRT,2022,1407,10270865,
PRY,2000,1950,5123819,
PRY,2001,2073,5211541,
PRY,2002,2107,5286512,
PRY,2003,2294,5353254,
PRY,2004,2331,5416324,
PRY,2005,2163,5476878,
PRY,2006,2450,5534675,8
PRY,2007,2268,5590145,
PRY,2008,2230,5645148,81
PRY,2009,2351,5702574,110
PRY,2010,2286,5768613,58
PRY,2011,2366,5843939,18
PRY,2012,2421,5923322,36
PRY,2013,2260,6005652,42
PRY,2014,2248,6090721,160
PRY,2015,2353,6177950,
PRY,2016,2438,6266615,
PRY,2017,2579,6355404,
PRY,2018,2589,6443328,
PRY,2019,2834,6530026,
PRY,2020,2363,6618695,
PRY,2021,2734,6703799,
PRY,2022,3250,6780744,
PSE,2000,82,3139954,
PSE,2001,67,3230078,
PSE,2002,,3309486,
PSE,2003,36,3384190,
PSE,2004,23,3460125,
PSE,2005,28,3541193,
PSE,2006,42,3627668,4
PSE,2007,33,3717878,
PSE,2008,40,3808818,0
PSE,2009,35,3899398,0
PSE,2010,31,3992278,0
PSE,2011,32,4087744,0
PSE,2012,32,4184161,0
PSE,2013,,4281794,
PSE,2014,43,4380475,0
PSE,2015,41,4484614,
PSE,2016,36,4593848,
PSE,2017,29,4700947,
PSE,2018,30,4805547,
PSE,2019,21,4909775,
PSE,2020,26,5019401,
PSE,2021,25,5133392,
PSE,2022,21,5250072,
PYF,2000,62,250927,
PYF,2001,62,255049,
PYF,2002,66,259137,
PYF,2003,51,263173,
PYF,2004,62,267132,
PYF,2005,63,271060,
PYF,2006,69,274901,4
PYF,2007,64,278178,
PYF,2008,50,280558,
PYF,2009,53,282283,
PYF,2010,41,283788,7
PYF,2011,64,285265,
PYF,2012,50,286584,
PYF,2013,52,288032,
PYF,2014,56,289873,
PYF,2015,46,291787,
PYF,2016,55,293541,
PYF,2017,52,295450,
PYF,2018,54,297606,
PYF,2019,,299717,
PYF,2020,64,301920,
PYF,2021,34,304032,
PYF,2022,55,306279,
QAT,2000,279,645937,
QAT,2001,284,678831,
QAT,2002,278,713186,
QAT,2003,276,748525,
QAT,2004,272,777943,
QAT,2005,325,848710,
QAT,2006,339,1015060,4
QAT,2007,399,1231893,
QAT,2008,567,1444277,0
QAT,2009,619,1610274,30
QAT,2010,580,1713504,0
QAT,2011,553,1804171,530
QAT,2012,728,1905660,530
QAT,2013,,2035501,
QAT,2014,465,2214465,
QAT,2015,529,2414573,
QAT,2016,504,2595166,
QAT,2017,601,2711755,
QAT,2018,750,2766732,
QAT,2019,859,2807235,
QAT,2020,861,2760385,
QAT,2021,983,2688235,
QAT,2022,872,2695122,
ROU,2000,27470,21919876,
ROU,2001,28580,21797590,
ROU,2002,29752,21653532,
ROU,2003,29673,21481320,
ROU,2004,28570,21289286,
ROU,2005,26106,21092264,
ROU,2006,24295,20909401,1
ROU,2007,22590,20744230,
ROU,2008,21724,20597508,
ROU,2009,20643,20466318,
ROU,2010,18590,20335211,
ROU,2011,17045,20220285,
ROU,2012,16107,20137118,
ROU,2013,15523,20066546,0
ROU,2014,14861,19995836,3
ROU,2015,14225,19906079,120
ROU,2016,12790,19797820,
ROU,2017,12310,19698853,
ROU,2018,11586,19606783,
ROU,2019,11083,19524211,
ROU,2020,7193,19442038,
ROU,2021,7591,19328560,
ROU,2022,8818,19659267,
RUS,2000,140677,146844839,
RUS,2001,132477,146235530,
RUS,2002,128873,145590136,
RUS,2003,129732,144946723,
RUS,2004,121426,144353636,
RUS,2005,127930,143800049,
RUS,2006,124689,143338669,1
RUS,2007,127338,143117693,
RUS,2008,128263,143086549,
RUS,2009,132653,143163643,
RUS,2010,125310,143242599,
RUS,2011,112910,143364543,
RUS,2012,105753,143629362,
RUS,2013,106053,143956866,
RUS,2014,102340,144285070,4110
RUS,2015,99590,144668389,
RUS,2016,92407,145109157,
RUS,2017,84510,145452536,
RUS,2018,78258,145652293,
RUS,2019,73328,145742286,
RUS,2020,58723,145617329,
RUS,2021,56922,145102755,
RUS,2022,55906,144713314,
RWA,2000,6093,8109989,
RWA,2001,5473,8223941,
RWA,2002,6011,8372306,
RWA,2003,6812,8567992,
RWA,2004,6487,8791853,
RWA,2005,7220,9026299,
RWA,2006,8117,9270066,1
RWA,2007,7869,9523168,
RWA,2008,7689,9781996,42
RWA,2009,7415,10043737,75
RWA,2010,6703,10309031,73
RWA,2011,6623,10576932,
RWA,2012,6091,10840334,0
RWA,2013,5702,11101350,74
RWA,2014,5761,11368451,57
RWA,2015,5534,11642959,
RWA,2016,5792,11930899,
RWA,2017,5593,12230339,
RWA,2018,5822,12531808,
RWA,2019,5766,12835028,
RWA,2020,5511,13146362,
RWA,2021,5216,13461888,
RWA,2022,6981,13776698,
SAU,2000,3452,21547390,
SAU,2001,3327,22085929,
SAU,2002,3374,22623415,
SAU,2003,3317,23150847,
SAU,2004,3312,23661808,
SAU,2005,3539,24397644,
SAU,2006,3774,25382870,2
SAU,2007,3955,26400068,
SAU,2008,4025,27437353,
SAU,2009,4043,28483797,
SAU,2010,4465,29411929,
SAU,2011,3932,30150945,
SAU,2012,3690,30821543,
SAU,2013,3435,31482498,
SAU,2014,3248,32125564,
SAU,2015,3309,32749848,
SAU,2016,2913,33416270,
SAU,2017,2865,34193122,
SAU,2018,2963,35018133,
SAU,2019,2936,35827362,
SAU,2020,2448,35997107,
SAU,2021,2577,35950396,
SAU,2022,2587,36408820,
SCG,2000,2864,8568346,
SCG,2001,4556,8550858,
SCG,2002,4232,8537006,
SCG,2003,4657,8519814,
SCG,2004,3661,8495940,
SDN,2000,24807,32413213,
SDN,2001,23997,33341684,
SDN,2002,24554,34256418,
SDN,2003,25105,35181344,
SDN,2004,26567,36148668,
SDN,2005,27562,37203231,
SDN,2006,28937,38362485,4
SDN,2007,29270,39608986,
SDN,2008,24281,40889129,0
SDN,2009,26001,42177382,0
SDN,2010,26131,43454352,484
SDN,2011,19348,34419624,487
SDN,2012,18775,35159792,1475
SDN,2013,19056,35990704,776
SDN,2014,19266,37003245,651
SDN,2015,18762,38171178,
SDN,2016,20477,39377169,
SDN,2017,20438,40679828,
SDN,2018,20080,41999059,
SDN,2019,19790,43232093,
SDN,2020,17360,44440486,
SDN,2021,18261,45657202,
SDN,2022,,46874204,
SEN,2000,8508,9704287,
SEN,2001,8554,9938027,
SEN,2002,8366,10180950,
SEN,2003,9380,10434504,
SEN,2004,9098,10698691,
SEN,2005,9765,10974057,
SEN,2006,10133,11263387,
SEN,2007,10297,11563869,
SEN,2008,11040,11872929,0
SEN,2009,11139,12195029,0
SEN,2010,11061,12530121,71
SEN,2011,11022,12875880,
SEN,2012,12265,13231833,
SEN,2013,13186,13595566,16
SEN,2014,13332,13970308,0
SEN,2015,13300,14356181,
SEN,2016,12878,14751356,
SEN,2017,13235,15157793,
SEN,2018,13250,15574909,
SEN,2019,13357,16000781,
SEN,2020,12808,16436120,
SEN,2021,13370,16876720,
SEN,2022,14053,17316449,
SGP,2000,1728,4053602,
SGP,2001,1536,4121337,
SGP,2002,1516,4176794,
SGP,2003,1581,4226413,
SGP,2004,1426,4270401,
SGP,2005,1376,4344637,
SGP,2006,1323,4486583,6
SGP,2007,1366,4663256,
SGP,2008,1561,4838402,
SGP,2009,1525,5010704,
SGP,2010,1560,5163590,
SGP,2011,1641,5281344,
SGP,2012,2301,5381005,
SGP,2013,2164,5478055,
SGP,2014,2171,5570502,
SGP,2015,2166,5650018,
SGP,2016,2454,5711933,
SGP,2017,2329,5764487,
SGP,2018,2331,5814537,
SGP,2019,2090,5866405,
SGP,2020,2357,5909869,
SGP,2021,2461,5941060,
SGP,2022,2674,5975689,
SLB,2000,302,429978,
SLB,2001,292,440395,
SLB,2002,256,450760,
SLB,2003,293,461216,
SLB,2004,340,471785,
SLB,2005,397,482486,
SLB,2006,371,493430,4
SLB,2007,397,504619,
SLB,2008,387,516001,0
SLB,2009,366,527833,0
SLB,2010,338,540394,0
SLB,2011,398,553721,30
SLB,2012,361,567763,44
SLB,2013,360,582365,27
SLB,2014,345,597375,38
SLB,2015,416,612660,
SLB,2016,402,628102,
SLB,2017,373,643634,
SLB,2018,387,659249,
SLB,2019,354,674993,
SLB,2020,321,691191,
SLB,2021,370,707851,
SLB,2022,342,724273,
SLE,2000,3760,4584067,
SLE,2001,4673,4857096,
SLE,2002,4793,5140113,
SLE,2003,5289,5350907,
SLE,2004,5710,5533329,
SLE,2005,6737,5683334,
SLE,2006,8041,5809774,8
SLE,2007,9418,5939163,
SLE,2008,10786,6090860,
SLE,2009,11524,6259842,
SLE,2010,12859,6436698,
SLE,2011,12734,6612385,
SLE,2012,13074,6788587,592
SLE,2013,12072,6964859,721
SLE,2014,12477,7140688,519
SLE,2015,11861,7314773,
SLE,2016,14114,7493913,
SLE,2017,15935,7677565,
SLE,2018,17144,7861281,
SLE,2019,17794,8046828,
SLE,2020,15706,8233970,
SLE,2021,17551,8420641,
SLE,2022,19287,8605718,
SLV,2000,1485,5958482,
SLV,2001,1458,5988095,
SLV,2002,1550,6011275,
SLV,2003,1383,6026849,
SLV,2004,1406,6035655,
SLV,2005,1794,6037817,
SLV,2006,1644,6034436,8
SLV,2007,1666,6044131,
SLV,2008,1718,6068099,37
SLV,2009,1686,6091188,54
SLV,2010,1700,6114034,85
SLV,2011,1896,6137349,30
SLV,2012,2053,6161289,50
SLV,2013,2176,6185642,30
SLV,2014,2206,6209526,42
SLV,2015,2452,6231066,
SLV,2016,3034,6250510,
SLV,2017,3666,6266654,
SLV,2018,3615,6276342,
SLV,2019,3009,6280217,
SLV,2020,2042,6292731,
SLV,2021,1936,6314167,
SLV,2022,2531,6336392,
SMR,2000,1,26823,
SMR,2001,0,27335,
SMR,2002,1,27969,
SMR,2003,1,28601,
SMR,2004,0,29093,
SMR,2005,,29508,
SMR,2006,,29959,
SMR,2007,,30372,
SMR,2008,,30700,
SMR,2009,,31059,
SMR,2010,,31608,
SMR,2011,,32495,
SMR,2012,,33132,
SMR,2013,,33285,
SMR,2014,,33389,
SMR,2015,,33570,
SMR,2016,0,33834,
SMR,2017,0,34056,
SMR,2018,0,34156,
SMR,2019,0,34178,
SMR,2020,,34007,
SMR,2021,,33745,
SMR,2022,,33660,
SOM,2000,5686,8721465,
SOM,2001,6852,9070747,
SOM,2002,7391,9411103,
SOM,2003,9278,9758281,
SOM,2004,11747,10117354,
SOM,2005,12904,10467292,
SOM,2006,11864,10784973,7
SOM,2007,11130,11118092,
SOM,2008,12481,11444870,0
SOM,2009,11075,11730037,0
SOM,2010,10139,12026649,211
SOM,2011,11653,12216837,320
SOM,2012,11975,12440326,75
SOM,2013,12994,12852485,666
SOM,2014,12903,13309235,0
SOM,2015,13982,13763906,
SOM,2016,14170,14292847,
SOM,2017,16485,14864221,
SOM,2018,16614,15411094,
SOM,2019,16918,15981300,
SOM,2020,17203,16537016,
SOM,2021,17422,17065581,
SOM,2022,18458,17597511,2851
SRB,2005,3208,7830944,
SRB,2006,3146,7794792,
SRB,2007,2891,7758174,
SRB,2008,2721,7722794,
SRB,2009,2531,7688034,
SRB,2010,2333,7653748,
SRB,2011,2174,7620918,
SRB,2012,1872,7591350,0
SRB,2013,2106,7566676,0
SRB,2014,1818,7543960,
SRB,2015,1649,7519496,0
SRB,2016,1472,7493288,
SRB,2017,1450,7464880,
SRB,2018,1330,7433818,
SRB,2019,1106,7401056,
SRB,2020,439,7358005,
SRB,2021,445,7296769,
SRB,2022,1074,7221365,
SSD,2011,7217,10243050,3032
SSD,2012,8403,10701604,917
SSD,2013,6422,11106031,1747
SSD,2014,8335,11213284,
SSD,2015,9657,11194299,
SSD,2016,10770,11066105,
SSD,2017,10220,10658226,
SSD,2018,14603,10395329,
SSD,2019,16323,10447666,
SSD,2020,15969,10606227,
SSD,2021,17468,10748272,
SSD,2022,19659,10913164,
STP,2000,97,143714,
STP,2001,97,146258,
STP,2002,94,149841,
STP,2003,457,153762,
STP,2004,121,157697,
STP,2005,136,161680,
STP,2006,153,165725,
STP,2007,93,169845,
STP,2008,68,174004,
STP,2009,78,178128,0
STP,2010,121,182138,0
STP,2011,136,186044,0
STP,2012,115,189924,0
STP,2013,147,193757,0
STP,2014,158,197497,0
STP,2015,178,201124,
STP,2016,188,204632,
STP,2017,138,208036,
STP,2018,149,211344,
STP,2019,140,214599,
STP,2020,92,218641,
STP,2021,82,223107,
STP,2022,123,227380,
SUR,2000,89,478998,
SUR,2001,75,487394,
SUR,2002,97,495666,
SUR,2003,105,503780,
SUR,2004,97,510572,
SUR,2005,117,516220,
SUR,2006,129,522023,28
SUR,2007,,527946,
SUR,2008,108,533938,
SUR,2009,178,539987,
SUR,2010,194,546080,
SUR,2011,125,552146,1
SUR,2012,128,558111,
SUR,2013,141,563947,5
SUR,2014,146,569682,4
SUR,2015,144,575475,
SUR,2016,114,581453,
SUR,2017,129,587559,
SUR,2018,174,593715,
SUR,2019,133,600301,
SUR,2020,103,607065,
SUR,2021,88,612985,
SUR,2022,124,618040,
SVK,2000,1010,5376690,
SVK,2001,986,5376456,
SVK,2002,975,5375206,
SVK,2003,978,5374376,
SVK,2004,664,5374931,
SVK,2005,710,5376242,
SVK,2006,673,5377235,2
SVK,2007,622,5378382,
SVK,2008,584,5381636,
SVK,2009,453,5388926,
SVK,2010,409,5396424,
SVK,2011,378,5402680,
SVK,2012,321,5409283,
SVK,2013,398,5414739,
SVK,2014,320,5419569,
SVK,2015,308,5424444,
SVK,2016,281,5431203,
SVK,2017,228,5439417,
SVK,2018,273,5446745,
SVK,2019,214,5453924,
SVK,2020,153,5456681,
SVK,2021,134,5447622,
SVK,2022,142,5643453,
SVN,2000,368,1984339,
SVN,2001,359,1982487,
SVN,2002,338,1983767,
SVN,2003,285,1989411,
SVN,2004,249,1996722,
SVN,2005,269,2004778,
SVN,2006,207,2013570,4
SVN,2007,214,2023229,
SVN,2008,208,2034033,
SVN,2009,186,2045578,
SVN,2010,169,2057287,
SVN,2011,181,2065453,
SVN,2012,134,2069354,
SVN,2013,139,2072374,
SVN,2014,142,2074917,
SVN,2015,129,2080862,
SVN,2016,118,2090020,
SVN,2017,112,2098392,
SVN,2018,98,2105924,
SVN,2019,98,2112901,
SVN,2020,75,2117641,
SVN,2021,79,2119410,
SVN,2022,72,2119844,
SWE,2000,417,8871043,
SWE,2001,394,8896748,
SWE,2002,375,8926012,
SWE,2003,396,8961506,
SWE,2004,429,9004263,
SWE,2005,539,9051738,
SWE,2006,490,9104719,
SWE,2007,460,9164272,
SWE,2008,515,9229271,
SWE,2009,572,9301413,
SWE,2010,615,9381729,
SWE,2011,538,9467388,
SWE,2012,593,9555987,
SWE,2013,610,9648932,
SWE,2014,635,9747508,
SWE,2015,782,9849349,
SWE,2016,702,9953317,
SWE,2017,488,10058190,
SWE,2018,477,10162298,
SWE,2019,478,10267922,
SWE,2020,316,10368969,
SWE,2021,344,10467097,
SWE,2022,357,10549347,
SWZ,2000,5877,1030496,
SWZ,2001,6118,1041396,
SWZ,2002,6748,1050809,
SWZ,2003,7749,1058797,
SWZ,2004,8071,1065764,
SWZ,2005,8705,1071886,
SWZ,2006,9018,1077735,8
SWZ,2007,8888,1084008,
SWZ,2008,8685,1089870,686
SWZ,2009,10038,1094886,4965
SWZ,2010,10101,1099920,146
SWZ,2011,8337,1105371,16
SWZ,2012,7165,1111444,841
SWZ,2013,6641,1118319,632
SWZ,2014,5583,1125865,
SWZ,2015,4266,1133936,
SWZ,2016,3567,1142524,1064
SWZ,2017,3367,1151390,903
SWZ,2018,2987,1160428,965
SWZ,2019,2876,1169613,926
SWZ,2020,2143,1180655,773
SWZ,2021,1934,1192271,696
SWZ,2022,2374,1201670,1038
SXM,2010,3,33034,
SXM,2011,2,33309,
SXM,2012,1,35139,
SXM,2013,2,37697,
SXM,2014,0,39100,
SXM,2015,2,40205,
SXM,2016,0,41346,
SXM,2017,5,41883,
SXM,2018,7,42246,
SXM,2019,5,42980,
